income_code,age_range,gender,ethnicity,education,population
D,85_120,female,hispanic,< Than HS Diploma,28233
A,85_120,male,black,Graduate Degree,4530
E,45_54,male,asian,< Than HS Diploma,7744
D,35_44,female,islander,HS Diploma,403
D,75_84,female,islander,< Than HS Diploma,112
K,55_64,female,white,HS Diploma,43127
C,55_64,female,white,Graduate Degree,63551
G,45_54,female,hispanic,HS Diploma,45547
B,65_74,male,black,Graduate Degree,6004
D,25_34,male,asian,< Than HS Diploma,9240
B,55_64,male,asian,< Than HS Diploma,1791
H,55_64,male,islander,Bachelor Degree,106
C,75_84,male,islander,HS Diploma,132
U,55_64,male,hispanic,< Than HS Diploma,2
J,55_64,male,hispanic,< Than HS Diploma,18720
B,25_34,female,asian,Bachelor Degree,25291
J,65_74,male,black,Bachelor Degree,1646
E,25_34,female,islander,< Than HS Diploma,255
B,55_64,male,islander,Graduate Degree,24
E,65_74,female,black,HS Diploma,104078
H,65_74,female,white,HS Diploma,82812
E,35_44,female,black,Bachelor Degree,130379
H,45_54,male,hispanic,HS Diploma,68061
L,65_74,male,asian,Graduate Degree,13906
C,85_120,male,hispanic,Some College,2759
B,85_120,female,islander,HS Diploma,121
I,18_24,male,asian,< Than HS Diploma,266
A,45_54,male,white,HS Diploma,269265
K,45_54,female,white,Bachelor Degree,208274
B,85_120,male,hispanic,Bachelor Degree,1203
K,75_84,female,black,< Than HS Diploma,537
A,65_74,male,islander,Some College,55
U,85_120,male,white,Graduate Degree,2
B,75_84,female,white,Bachelor Degree,122749
L,45_54,male,hispanic,HS Diploma,16964
D,25_34,female,asian,Some College,41149
D,65_74,female,islander,Some College,169
B,75_84,female,hispanic,< Than HS Diploma,122531
L,35_44,female,hispanic,< Than HS Diploma,6312
E,25_34,male,black,HS Diploma,167968
L,65_74,female,hispanic,HS Diploma,4919
C,75_84,female,asian,Some College,5764
H,35_44,female,white,< Than HS Diploma,33466
H,65_74,male,hispanic,Graduate Degree,4319
D,25_34,male,asian,Graduate Degree,29504
C,85_120,female,asian,Some College,3076
K,75_84,male,asian,HS Diploma,634
F,65_74,female,white,Bachelor Degree,394293
C,18_24,male,white,Some College,230003
G,55_64,male,hispanic,Some College,23408
I,75_84,female,black,HS Diploma,3654
E,25_34,female,hispanic,Graduate Degree,72285
H,35_44,female,black,Bachelor Degree,51887
C,45_54,female,white,Graduate Degree,44990
A,75_84,female,asian,Graduate Degree,2567
B,55_64,male,islander,HS Diploma,128
D,45_54,male,hispanic,Some College,41287
C,35_44,female,black,Bachelor Degree,48805
A,65_74,female,asian,< Than HS Diploma,4305
K,25_34,female,islander,Graduate Degree,97
C,85_120,female,asian,Bachelor Degree,3494
G,55_64,female,islander,Graduate Degree,114
D,85_120,male,white,HS Diploma,244072
G,35_44,female,white,HS Diploma,152484
A,25_34,female,black,Bachelor Degree,59708
I,55_64,female,black,HS Diploma,9266
K,65_74,female,asian,Bachelor Degree,7742
C,55_64,male,islander,Bachelor Degree,37
H,35_44,female,hispanic,Some College,59884
E,65_74,female,black,< Than HS Diploma,19501
J,35_44,male,white,Some College,99315
L,25_34,male,hispanic,HS Diploma,37591
B,85_120,male,asian,HS Diploma,4858
K,85_120,female,hispanic,Bachelor Degree,231
J,18_24,female,islander,Some College,150
I,35_44,male,islander,Some College,130
D,25_34,female,white,Bachelor Degree,288801
F,35_44,male,asian,< Than HS Diploma,6307
K,35_44,female,hispanic,< Than HS Diploma,4121
E,35_44,female,islander,Some College,1100
F,35_44,male,islander,Graduate Degree,92
L,85_120,male,islander,Bachelor Degree,4
H,55_64,female,asian,Graduate Degree,12280
F,18_24,male,white,Bachelor Degree,81140
E,85_120,male,hispanic,Some College,2132
A,85_120,female,black,Graduate Degree,5841
C,65_74,male,asian,Some College,2994
K,75_84,female,black,Bachelor Degree,1399
K,65_74,male,hispanic,Some College,2191
F,75_84,female,islander,Some College,101
A,18_24,female,islander,HS Diploma,262
I,45_54,female,white,Graduate Degree,75684
H,75_84,male,asian,Some College,2477
D,18_24,male,black,Bachelor Degree,15099
G,65_74,female,asian,< Than HS Diploma,1122
D,35_44,male,islander,< Than HS Diploma,33
F,85_120,male,islander,Some College,35
D,65_74,male,white,Graduate Degree,156600
D,18_24,female,hispanic,Graduate Degree,5771
J,45_54,female,islander,HS Diploma,130
L,85_120,male,islander,Some College,9
J,35_44,male,white,Bachelor Degree,177668
F,85_120,male,white,< Than HS Diploma,29031
D,85_120,male,hispanic,Some College,3483
J,35_44,male,white,< Than HS Diploma,10600
C,85_120,male,asian,Bachelor Degree,2715
D,55_64,male,islander,HS Diploma,246
C,25_34,female,black,Bachelor Degree,42493
F,65_74,male,black,HS Diploma,50708
C,35_44,female,asian,< Than HS Diploma,2963
I,55_64,male,hispanic,Some College,6160
C,75_84,male,white,Bachelor Degree,79510
L,75_84,female,white,Bachelor Degree,92569
C,75_84,male,asian,Some College,3887
G,85_120,male,black,Bachelor Degree,1901
H,35_44,male,hispanic,Graduate Degree,13279
G,75_84,female,asian,HS Diploma,3654
J,85_120,female,white,HS Diploma,20086
I,85_120,male,black,HS Diploma,983
G,75_84,male,islander,Graduate Degree,44
K,75_84,female,islander,Some College,24
H,45_54,male,black,Bachelor Degree,30802
H,85_120,female,black,Some College,1714
G,75_84,male,islander,Bachelor Degree,31
C,45_54,male,black,HS Diploma,77141
A,75_84,male,white,Graduate Degree,62271
F,75_84,male,black,< Than HS Diploma,13136
E,75_84,female,hispanic,< Than HS Diploma,48792
I,65_74,male,black,Some College,3084
A,55_64,male,black,Graduate Degree,16289
H,35_44,female,asian,HS Diploma,7762
K,85_120,female,asian,Graduate Degree,422
K,65_74,female,islander,Bachelor Degree,29
B,75_84,female,black,< Than HS Diploma,119216
K,85_120,male,hispanic,HS Diploma,383
I,75_84,female,islander,Some College,70
J,25_34,male,white,< Than HS Diploma,27320
A,25_34,male,black,Graduate Degree,34148
F,18_24,male,hispanic,Bachelor Degree,3698
B,55_64,male,white,HS Diploma,289234
K,55_64,male,black,< Than HS Diploma,909
D,35_44,female,white,Graduate Degree,84315
L,25_34,male,hispanic,Graduate Degree,32261
D,55_64,female,asian,< Than HS Diploma,1969
F,85_120,male,hispanic,HS Diploma,2451
I,35_44,female,islander,Graduate Degree,59
A,75_84,female,white,Bachelor Degree,82014
F,45_54,female,asian,Graduate Degree,15107
K,25_34,male,hispanic,Bachelor Degree,7330
J,35_44,male,black,HS Diploma,3258
I,85_120,female,white,Graduate Degree,14755
E,25_34,female,black,< Than HS Diploma,47584
E,25_34,male,islander,< Than HS Diploma,282
H,75_84,male,black,Some College,2662
E,65_74,male,black,Some College,40005
E,65_74,female,hispanic,Bachelor Degree,18627
E,65_74,male,white,Graduate Degree,354017
C,18_24,male,black,HS Diploma,26528
U,35_44,male,hispanic,HS Diploma,4
D,75_84,female,white,Bachelor Degree,218275
J,55_64,female,black,Some College,10597
K,25_34,female,asian,Some College,10054
C,75_84,male,asian,< Than HS Diploma,6268
E,85_120,male,islander,HS Diploma,66
F,85_120,male,white,Bachelor Degree,50534
H,75_84,female,asian,Some College,2743
C,55_64,female,hispanic,Bachelor Degree,7018
G,18_24,male,black,Bachelor Degree,7190
L,25_34,female,hispanic,Graduate Degree,21659
D,85_120,male,hispanic,Graduate Degree,3199
B,55_64,male,hispanic,Bachelor Degree,2365
E,35_44,female,black,Some College,171701
G,45_54,male,hispanic,HS Diploma,41417
C,55_64,female,hispanic,Some College,23102
F,45_54,female,islander,HS Diploma,609
J,75_84,female,hispanic,Bachelor Degree,724
G,18_24,male,asian,< Than HS Diploma,834
I,75_84,male,white,HS Diploma,33563
D,85_120,female,black,Graduate Degree,5161
K,35_44,male,black,Bachelor Degree,13999
C,35_44,male,asian,< Than HS Diploma,4356
I,75_84,male,black,Bachelor Degree,1844
K,55_64,male,islander,< Than HS Diploma,4
G,85_120,male,white,< Than HS Diploma,16157
K,25_34,female,white,HS Diploma,45173
H,35_44,male,islander,< Than HS Diploma,20
J,18_24,female,hispanic,Bachelor Degree,924
E,55_64,female,black,< Than HS Diploma,20535
I,55_64,male,islander,Bachelor Degree,11
I,75_84,male,white,Graduate Degree,53418
F,55_64,male,asian,Graduate Degree,21399
B,45_54,female,asian,< Than HS Diploma,2251
I,45_54,male,islander,Bachelor Degree,59
C,65_74,male,white,HS Diploma,368834
I,25_34,male,asian,Graduate Degree,34155
A,35_44,female,black,< Than HS Diploma,93174
L,55_64,female,asian,HS Diploma,3249
B,55_64,male,hispanic,< Than HS Diploma,76028
E,35_44,female,hispanic,Some College,102170
K,75_84,female,white,< Than HS Diploma,4143
L,55_64,female,black,Bachelor Degree,11440
G,45_54,male,black,HS Diploma,30085
E,75_84,female,asian,Graduate Degree,4066
C,18_24,female,asian,HS Diploma,4695
L,18_24,female,hispanic,HS Diploma,6512
F,85_120,female,asian,< Than HS Diploma,695
J,75_84,female,asian,Some College,1749
I,18_24,male,white,Some College,146395
B,85_120,female,black,< Than HS Diploma,76507
C,18_24,female,black,HS Diploma,76113
G,35_44,female,islander,< Than HS Diploma,13
G,75_84,female,hispanic,Some College,2840
H,75_84,female,white,Bachelor Degree,44031
D,85_120,female,asian,< Than HS Diploma,2160
D,45_54,female,hispanic,Graduate Degree,11172
D,45_54,male,islander,Bachelor Degree,48
J,65_74,female,islander,Some College,18
G,18_24,male,white,Some College,449205
E,65_74,female,black,Some College,37132
H,25_34,female,asian,Graduate Degree,22728
K,75_84,female,white,Graduate Degree,16672
C,55_64,male,hispanic,Some College,11686
I,25_34,female,hispanic,Bachelor Degree,8646
G,18_24,female,islander,Some College,603
H,85_120,male,hispanic,Bachelor Degree,271
H,55_64,male,black,Graduate Degree,14568
K,35_44,male,hispanic,Some College,18086
A,85_120,female,islander,Graduate Degree,20
B,85_120,male,islander,Graduate Degree,13
D,55_64,female,hispanic,HS Diploma,126623
C,35_44,female,white,HS Diploma,233776
J,65_74,male,asian,< Than HS Diploma,361
C,65_74,female,islander,< Than HS Diploma,90
G,55_64,female,white,Bachelor Degree,283362
G,25_34,female,white,< Than HS Diploma,94248
F,75_84,female,asian,Bachelor Degree,11977
G,85_120,male,black,< Than HS Diploma,2473
J,18_24,male,hispanic,Bachelor Degree,585
B,65_74,female,white,Some College,158842
E,35_44,male,black,HS Diploma,90853
D,75_84,male,hispanic,Bachelor Degree,4783
I,65_74,female,asian,Graduate Degree,2374
C,25_34,female,hispanic,Some College,81165
K,18_24,male,hispanic,HS Diploma,3828
K,75_84,male,hispanic,Graduate Degree,1107
F,25_34,male,hispanic,HS Diploma,169501
I,65_74,female,white,< Than HS Diploma,11306
J,65_74,male,asian,Some College,968
A,85_120,male,black,Bachelor Degree,3291
U,35_44,male,white,HS Diploma,7
J,45_54,female,asian,HS Diploma,5663
I,65_74,female,hispanic,Graduate Degree,3016
H,25_34,male,asian,< Than HS Diploma,3045
I,75_84,female,hispanic,< Than HS Diploma,6523
G,75_84,male,hispanic,< Than HS Diploma,13869
B,75_84,female,islander,Graduate Degree,29
E,45_54,female,white,Graduate Degree,159353
E,45_54,male,white,Graduate Degree,212093
K,35_44,male,black,Some College,10461
L,18_24,male,asian,Bachelor Degree,12401
A,25_34,male,asian,HS Diploma,22022
I,25_34,male,white,HS Diploma,94171
J,25_34,male,asian,Bachelor Degree,28712
I,18_24,female,black,Some College,16782
E,55_64,female,black,Graduate Degree,33647
H,75_84,female,asian,Bachelor Degree,6380
A,45_54,male,black,Graduate Degree,16634
A,35_44,male,asian,< Than HS Diploma,6514
H,65_74,male,asian,HS Diploma,3225
D,45_54,female,hispanic,< Than HS Diploma,96316
K,65_74,male,white,Graduate Degree,72719
I,25_34,female,black,Some College,25760
F,85_120,female,hispanic,Some College,1327
H,75_84,female,asian,< Than HS Diploma,823
B,25_34,female,white,HS Diploma,724396
A,45_54,male,hispanic,HS Diploma,37151
B,75_84,female,black,Some College,32622
F,85_120,female,islander,Graduate Degree,11
B,55_64,male,islander,Bachelor Degree,24
C,25_34,female,white,HS Diploma,631123
E,85_120,male,asian,Some College,2719
A,18_24,male,white,Bachelor Degree,27678
B,18_24,male,hispanic,Graduate Degree,1569
H,65_74,female,hispanic,HS Diploma,9134
D,25_34,male,white,Some College,793877
G,18_24,male,black,HS Diploma,11339
E,65_74,male,hispanic,< Than HS Diploma,93317
H,45_54,female,asian,HS Diploma,11029
J,75_84,male,black,Some College,1102
H,65_74,male,islander,Graduate Degree,15
L,85_120,male,islander,< Than HS Diploma,2
C,85_120,male,black,Graduate Degree,5339
F,45_54,male,black,Bachelor Degree,48638
B,85_120,male,asian,< Than HS Diploma,3964
C,65_74,male,black,Bachelor Degree,6758
K,35_44,female,islander,Bachelor Degree,180
K,65_74,female,islander,HS Diploma,20
G,35_44,male,white,HS Diploma,138054
F,18_24,female,hispanic,Graduate Degree,7601
G,45_54,male,asian,Some College,21831
H,55_64,female,white,Some College,235202
B,25_34,male,white,HS Diploma,267692
A,55_64,female,white,HS Diploma,604584
H,35_44,male,asian,Bachelor Degree,66594
H,85_120,female,hispanic,HS Diploma,1212
E,75_84,male,white,Bachelor Degree,231356
H,55_64,male,asian,Bachelor Degree,30320
F,25_34,female,islander,Graduate Degree,420
B,18_24,male,white,HS Diploma,58601
D,85_120,female,black,Some College,14016
B,18_24,male,white,< Than HS Diploma,29839
G,75_84,female,black,Bachelor Degree,5962
F,25_34,male,asian,< Than HS Diploma,10107
H,65_74,male,islander,HS Diploma,59
F,45_54,male,asian,Graduate Degree,24856
A,45_54,male,asian,Graduate Degree,6576
C,18_24,female,white,Bachelor Degree,31946
B,65_74,female,white,HS Diploma,534734
C,85_120,male,white,Bachelor Degree,51106
G,45_54,male,asian,Graduate Degree,19228
L,55_64,male,asian,< Than HS Diploma,818
H,65_74,male,black,< Than HS Diploma,2347
J,75_84,female,asian,< Than HS Diploma,469
G,65_74,male,hispanic,HS Diploma,19147
I,75_84,male,black,< Than HS Diploma,1991
L,35_44,male,hispanic,< Than HS Diploma,13171
D,25_34,female,islander,HS Diploma,1280
I,65_74,male,asian,Bachelor Degree,6868
J,35_44,female,asian,Some College,9805
E,85_120,male,black,Bachelor Degree,5729
J,75_84,male,hispanic,Graduate Degree,1131
K,35_44,male,white,< Than HS Diploma,8675
L,75_84,female,black,< Than HS Diploma,1487
E,45_54,female,hispanic,HS Diploma,137817
C,35_44,male,white,HS Diploma,128832
H,65_74,male,black,Some College,3942
K,85_120,male,white,Some College,8565
D,85_120,female,islander,HS Diploma,112
J,85_120,female,islander,< Than HS Diploma,7
C,25_34,male,black,Some College,83653
F,65_74,female,white,Graduate Degree,161432
B,25_34,male,asian,Bachelor Degree,12720
I,35_44,male,asian,< Than HS Diploma,1223
G,85_120,male,black,Graduate Degree,2145
D,55_64,male,black,< Than HS Diploma,40348
B,18_24,female,black,< Than HS Diploma,72976
K,18_24,male,white,Bachelor Degree,36573
D,18_24,female,asian,Bachelor Degree,6719
H,75_84,female,black,HS Diploma,5841
A,35_44,female,hispanic,HS Diploma,69593
F,65_74,female,asian,Some College,8061
L,18_24,female,black,HS Diploma,3320
A,25_34,female,islander,HS Diploma,1192
B,65_74,female,islander,Graduate Degree,22
D,75_84,female,black,Bachelor Degree,18891
B,85_120,female,hispanic,< Than HS Diploma,61741
H,75_84,male,white,Some College,54525
F,55_64,female,asian,Bachelor Degree,32677
L,55_64,male,white,< Than HS Diploma,14267
A,35_44,male,hispanic,HS Diploma,37360
I,25_34,male,hispanic,Graduate Degree,25098
E,55_64,male,white,Graduate Degree,303200
D,45_54,female,white,< Than HS Diploma,51181
E,85_120,female,asian,Some College,2847
G,18_24,male,islander,< Than HS Diploma,15
L,45_54,female,white,Some College,152865
D,55_64,male,asian,Bachelor Degree,11132
E,75_84,female,hispanic,HS Diploma,16920
G,18_24,male,white,< Than HS Diploma,27423
A,65_74,female,asian,Some College,2878
I,35_44,female,islander,Some College,253
H,35_44,female,asian,Bachelor Degree,53924
C,45_54,female,islander,HS Diploma,323
J,45_54,female,hispanic,HS Diploma,23313
J,25_34,male,asian,Graduate Degree,22486
D,65_74,male,hispanic,Graduate Degree,8296
U,55_64,female,white,Some College,7
I,75_84,male,white,Bachelor Degree,41076
D,25_34,female,black,Graduate Degree,59035
F,65_74,female,black,< Than HS Diploma,8978
C,85_120,female,hispanic,Some College,3265
J,75_84,female,hispanic,HS Diploma,2431
A,25_34,female,islander,Graduate Degree,216
D,35_44,female,hispanic,Some College,75374
H,85_120,male,white,Some College,19074
H,35_44,female,asian,Some College,23533
B,65_74,male,hispanic,Bachelor Degree,1672
G,75_84,female,white,Graduate Degree,54842
H,18_24,female,asian,HS Diploma,2695
F,18_24,male,asian,< Than HS Diploma,1206
E,65_74,female,islander,Some College,231
F,45_54,male,white,< Than HS Diploma,102485
C,35_44,male,white,Bachelor Degree,86229
E,35_44,female,islander,Bachelor Degree,636
D,45_54,female,black,Some College,121101
L,25_34,female,asian,Some College,15759
L,45_54,female,asian,< Than HS Diploma,744
F,18_24,male,hispanic,HS Diploma,23670
J,45_54,male,islander,Graduate Degree,53
L,18_24,female,islander,< Than HS Diploma,4
A,45_54,female,white,< Than HS Diploma,81589
C,45_54,male,black,Graduate Degree,11909
E,35_44,female,asian,< Than HS Diploma,4349
K,18_24,female,black,Graduate Degree,1155
K,18_24,female,asian,< Than HS Diploma,152
H,85_120,female,islander,Some College,11
B,55_64,female,white,HS Diploma,552886
C,45_54,female,black,Some College,89005
G,25_34,male,black,Bachelor Degree,47245
E,35_44,male,islander,Bachelor Degree,411
J,85_120,male,hispanic,Some College,277
F,75_84,female,islander,Bachelor Degree,59
H,55_64,female,white,HS Diploma,192478
E,45_54,female,black,< Than HS Diploma,19710
F,85_120,female,black,Some College,5806
E,55_64,female,asian,Bachelor Degree,30063
J,65_74,female,hispanic,Some College,1430
H,65_74,male,hispanic,Some College,3782
L,75_84,female,hispanic,Bachelor Degree,1430
J,35_44,female,hispanic,HS Diploma,14192
B,85_120,female,asian,HS Diploma,8694
D,65_74,male,asian,< Than HS Diploma,5265
B,18_24,male,black,Bachelor Degree,5687
G,35_44,female,islander,HS Diploma,235
U,55_64,female,white,Graduate Degree,7
D,85_120,male,black,< Than HS Diploma,17767
C,45_54,male,black,Some College,57477
K,55_64,female,black,HS Diploma,4156
B,65_74,male,black,Bachelor Degree,5238
H,85_120,male,black,Bachelor Degree,675
I,18_24,female,islander,Graduate Degree,11
I,55_64,male,white,Bachelor Degree,56153
C,45_54,male,white,Graduate Degree,41624
J,25_34,male,black,< Than HS Diploma,4497
I,45_54,female,hispanic,Some College,11194
J,85_120,male,asian,HS Diploma,506
F,35_44,male,hispanic,< Than HS Diploma,147411
L,85_120,male,asian,HS Diploma,568
